RECTYPE,LEA,ESTAB,SCHNAME,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_95,PTL2BASICS_95,PTEBACC_94,PTL2BASICS_94,PT5EM_94
1,840,6014,Delta Independent School,142474,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,840,4006,UTC South Durham,142894,0,UTC, , , , , , , , , , , 
1,840,4175,Woodham Academy,138717,0,ACC,138,47.6,0.25,0.04,0.46,64%,22%,45%,24%,68%,64%
1,840,4052,Fyndoune Community College,114289,0,CY,64,35.2,-0.85,-1.16,-0.55,30%,6%,19%,6%,48%,38%
1,840,4190,Framwellgate School Durham,137696,0,ACC,152,47.2,-0.35,-0.55,-0.15,34%,19%,41%,20%,66%,64%
1,840,4019,Seaham High School,114286,0,CY,168,42.8,-0.32,-0.51,-0.13,44%,17%,21%,23%,45%,45%
1,840,4007,Teesdale School,144496,0,AC,94,51.3,0.21,-0.04,0.47,47%,32%,49%,35%,69%,67%
1,840,4200,Durham Johnston Comprehensive School,114312,0,CY,237,52.5,-0.01,-0.17,0.15,39%,33%,58%,35%,76%,70%
1,840,8008,East Durham College,131859,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,840,4192,Durham Community Business College for Technology and Enterprise,114311,0,CY,76,30.5,-0.89,-1.17,-0.61,7%,4%,9%,5%,21%,16%
1,840,4280,Easington Academy,138075,0,ACC,127,43.9,0.12,-0.09,0.34,5%,3%,29%,5%,57%,54%
2,840,7013,Croft Community School,114340,0,CYS,15,2.5,-2.05,-2.68,-1.43,0%,0%,0%,0%,0%,0%
2,841,7031,Beaumont Hill Academy,138093,0,ACCS,31,6.3,-1.99,-2.43,-1.55,0%,0%,0%,0%,3%,0%
1,841,6000,Polam Hall School,142174,0,F,53,43.1,-0.56,-1.01,-0.11,49%,26%,43%,28%,62%,57%
1,841,4603,Carmel College,137622,0,ACC,191,56.6,0.49,0.32,0.67,42%,31%,73%,32%,84%,81%
1,841,4000,Darlington School of Maths and Science,137122,1,AC,65,35.2,-0.96,-1.26,-0.66,40%,14%,23%,15%,35%,32%
2,841,6006,Priory Hurworth House,137511,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,841,4287,Longfield Academy of Sport,137222,0,ACC,176,39.1,-0.62,-0.81,-0.43,46%,22%,34%,23%,55%,52%
1,841,4285,Haughton Academy,138089,0,ACC,103,39.1,-0.3,-0.54,-0.06,31%,6%,30%,6%,49%,44%
1,841,6905,St Aidan's Church of England Academy,135314,0,AC,93,38.1,-0.58,-0.83,-0.32,4%,1%,15%,1%,40%,39%
1,841,4288,Hummersknott Academy,136838,0,ACC,231,50.8,-0.08,-0.24,0.09,59%,36%,49%,45%,74%,72%
2,841,6007,Oakwood Learning Centre,141954,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,841,4002,Wyvern Academy,143845,0,AC, , , , , , , , , , , 
2,841,6003,Pear Tree School,135113,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,841, , , , , ,1065,45.1,-0.23,-0.3,-0.15,37.50%,20.90%,43.80%,23.60%,62.70%,60.10%
1,841,4221,Hurworth School,136525,0,ACC,122,51.7,0.18,-0.04,0.41,11%,9%,57%,9%,80%,79%
1,845,4074,Causeway School,131669,0,CY,157,38.3,-0.36,-0.56,-0.17,10%,4%,19%,5%,48%,47%
1,845,6031,Buckswood School,114656,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4003,Ark William Parker Academy,139821,0,AC,151,39.2,-0.46,-0.65,-0.26,3%,0%,23%,0%,44%,42%
1,845,4612,The Hastings Academy,136401,0,AC,152,36.4,-0.29,-0.49,-0.1,36%,12%,19%,16%,41%,39%
1,845,6015,Moira House Girls' School,114651,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,845,6002,Frewen College,114635,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4044,Bexhill High Academy,138895,0,ACC,234,40.4,-0.3,-0.46,-0.14,7%,3%,27%,3%,47%,45%
1,845,4611,The St Leonards Academy,136400,0,AC,229,41.5,0.02,-0.14,0.18,7%,3%,27%,4%,53%,50%
1,845,4042,Chailey School,114594,0,CY,152,50.2,0.14,-0.06,0.35,79%,38%,51%,49%,74%,72%
1,845,4036,Seaford Head School,138473,0,ACC,216,48.1,0.26,0.1,0.43,34%,21%,45%,25%,69%,66%
1,845,4002,Gildredge House,139796,0,F, , , , , , , , , , , 
1,845,4606,St Richard's Catholic College,114612,0,VA,205,54.4,0.58,0.4,0.75,69%,39%,53%,46%,81%,81%
1,845,4026,Beacon Academy,137982,0,ACC,184,53.6,0.81,0.63,0.99,56%,35%,59%,36%,77%,75%
1,845,6017,Greenfields School,114659,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4004,Seahaven Academy,140679,0,AC,82,41.3,0.17,-0.1,0.44,17%,13%,34%,13%,48%,48%
1,845,6035,Mayfield School,114627,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4028,Heathfield Community College,114587,0,CY,219,53.2,0.5,0.34,0.67,70%,37%,49%,43%,75%,75%
1,845,4025,Claverham Community College,114584,0,CY,222,46.1,-0.21,-0.38,-0.04,85%,32%,38%,42%,61%,59%
1,845,6010,Claremont School,114640,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,845,7017,Glyne Gap School,139521,0,ACCS,7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,845,7025,Saxon Mount School,141475,0,ACCS,21,7.8,-1.19,-1.72,-0.66,0%,0%,0%,0%,5%,0%
2,845,7035,New Horizons School,142151,0,ACCS,9,13.4,-1.58,-2.39,-0.77,0%,0%,0%,0%,0%,0%
2,845,7032,Hazel Court School,114694,0,CYS,13,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
4,845, , , , , ,4841,45,0,-0.03,0.04,28.70%,15.20%,37.90%,18.10%,60.90%,58.90%
1,845,4063,Ratton School,138474,0,ACC,240,46.4,0.05,-0.11,0.21,29%,18%,34%,23%,60%,58%
1,845,6032,Lewes Old Grammar School,114634,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,845,7031,The Lindfield School,142744,0,ACCS,13,7.4,-0.89,-1.57,-0.22,0%,0%,0%,0%,0%,0%
1,845,6018,Battle Abbey School,114622,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4610,St Catherine's College,143035,0,ACC,203,42.4,-0.27,-0.44,-0.1,27%,10%,33%,13%,60%,58%
1,845,4064,The Cavendish School,138475,0,ACC,198,45.6,-0.04,-0.22,0.15,17%,11%,42%,14%,64%,61%
1,845,4047,Priory School,114598,0,FD,224,52.9,0.05,-0.11,0.22,17%,15%,60%,17%,77%,74%
2,845,7012,Chailey Heritage School,114682,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4038,Uplands Community College,114591,0,CY,139,47.8,0.11,-0.1,0.32,29%,12%,30%,19%,65%,63%
2,845,7011,St Mary's School,142163,0,ACCS,16,9.5,-1.75,-2.43,-1.08,0%,0%,0%,0%,6%,0%
1,845,4037,Uckfield Community Technology College,114590,0,CY,266,50.9,0.14,-0.01,0.3,21%,13%,52%,14%,76%,73%
1,845,4005,UTC@harbourside,141394,0,UTC,47,25.9,-1.5,-1.86,-1.14,0%,0%,15%,0%,34%,30%
1,845,6006,Bede's Senior School,114657,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4027,Hailsham Community College Academy Trust,138472,0,ACC,188,46.2,0.23,0.05,0.41,3%,3%,41%,3%,65%,61%
1,845,6014,Eastbourne College,114650,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4006,Ringmer Community College,144505,0,ACC, , , , , , , , , , , 
2,845,6007,Owlswick School,114660,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,845,7036,Cuckmere House School,142146,0,ACCS,14,12.5,-2.14,-2.79,-1.49,0%,0%,7%,0%,7%,7%
1,845,6062,Ticehurst Hospital School,142925,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4039,Willingdon Community School,114592,0,CY,200,50.1,0.34,0.17,0.51,24%,16%,49%,17%,67%,65%
1,845,4045,Rye College,138624,0,ACC,124,45.2,0.13,-0.09,0.35,9%,2%,20%,5%,63%,60%
2,845,7021,Grove Park School,114688,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,845,4055,Ark Helenswood Academy,139996,0,ACC,166,44.5,0.09,-0.1,0.28,17%,10%,39%,11%,57%,57%
2,845,6028,Northease Manor School,114645,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,6905,The Eastbourne Academy,136106,0,AC,122,42.9,0.17,-0.06,0.41,16%,7%,27%,9%,52%,50%
2,845,7000,St Mary's School and 6th Form College,133653,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4000,Peacehaven Community School,131601,0,FD,171,36.7,-0.46,-0.64,-0.27,14%,8%,28%,9%,47%,44%
1,845,6037,Michael Hall School,114625,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,4001,Rye Studio School,139689,0,SS,17,36.9,-0.63,-1.24,-0.02,0%,0%,18%,0%,24%,24%
1,845,4035,Robertsbridge Community College,114588,0,CY,128,50.3,0.2,-0.02,0.42,40%,28%,53%,28%,76%,73%
2,845,6051,Headstart,134148,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,846,4072,Patcham High School,114608,0,CY,197,48.6,-0.01,-0.19,0.16,43%,30%,49%,34%,74%,68%
1,846,6009,Bellerbys College Brighton,114664,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,846,4016,Dorothy Stringer School,114580,0,CY,331,52.9,-0.04,-0.17,0.1,35%,27%,58%,30%,75%,72%
2,846,7004,Homewood College,114678,0,CYS,14,3.8,-2.98,-3.66,-2.31,0%,0%,0%,0%,0%,0%
2,846,7006,Downs View Special School,114680,0,CYS,7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,846,4068,Hove Park School and Sixth Form Centre,114607,0,CY,290,44.6,-0.28,-0.43,-0.12,62%,27%,39%,32%,62%,59%
1,846,6020,Drive Preparatory School,131127,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,846,6016,Brighton Steiner School,114661,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,846,6008,Brighton College,114614,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,846,7016,Downs Park School,114685,0,CYS,13,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,846,7002,St John's School (Brighton),114677,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,846, , , , , ,2202,46.6,-0.14,-0.2,-0.09,39.10%,24.20%,46.60%,26.70%,67.00%,63.80%
1,846,6014,Brighton and Hove High School,114658,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,846,4605,Cardinal Newman Catholic School,114611,0,VA,348,52.5,0.33,0.19,0.47,59%,41%,55%,45%,81%,77%
1,846,4002,King's School,139409,0,F, , , , , , , , , , , 
2,846,7034,The Cedar Centre,133639,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,846,6006,Roedean School,114616,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,846,6043,The Lioncare School,131356,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,846,4018,Longhill High School,114581,0,CY,210,39.4,-0.77,-0.93,-0.6,9%,3%,25%,4%,51%,49%
2,846,7003,Hamilton Lodge School and College for Deaf Children,114619,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,846,6905,Brighton Aldridge Community Academy,136164,0,AC,102,37.1,-0.57,-0.82,-0.32,10%,1%,34%,1%,58%,51%
1,846,4012,Varndean School,114579,0,CY,252,47.1,-0.15,-0.31,0.01,31%,21%,55%,22%,66%,64%
1,846,4001,Portslade Aldridge Community Academy,137063,0,AC,123,47.9,0.31,0.09,0.52,34%,14%,49%,15%,69%,67%
2,846,7018,Hillside School,114687,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,846,7005,Patcham House Special School,114679,0,CYS,10,8.7,-2.16,-2.97,-1.35,0%,0%,0%,0%,0%,0%
1,846,4067,Blatchington Mill School and Sixth Form College,114606,0,CY,287,50,0.02,-0.12,0.17,44%,30%,52%,32%,70%,68%
1,850,5408,Bay House School,137791,0,ACC,351,49,0.23,0.1,0.36,51%,26%,43%,30%,70%,67%
1,850,4183,Frogmore Community College,116442,0,CY,128,46.4,0.1,-0.12,0.32,28%,20%,42%,21%,69%,65%
1,850,4156,Aldworth School,116427,0,CY,165,43.4,-0.38,-0.57,-0.19,27%,15%,39%,16%,62%,61%
1,850,4161,Wyvern College,138184,0,ACC,236,48.4,-0.01,-0.16,0.15,44%,30%,53%,32%,74%,67%
2,850,6032,St Edward's School,116584,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4003,Everest Community Academy,137113,1,AC,106,32.1,-1.38,-1.62,-1.14,3%,1%,16%,1%,41%,39%
1,850,4187,Fort Hill Community School,116444,1,CY,97,36.8,-0.67,-0.92,-0.42,23%,4%,14%,4%,45%,40%
1,850,4153,Test Valley School,116426,0,CY,113,41.3,-0.49,-0.72,-0.25,37%,12%,30%,15%,67%,65%
1,850,6022,Salesian College,116543,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6037,Winchester College,116532,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,5406,Testwood School,137315,0,ACC,133,43.1,-0.13,-0.35,0.08,21%,12%,37%,13%,56%,50%
1,850,4113,The Toynbee School,116411,0,CY,159,51.6,0.23,0.04,0.43,45%,30%,56%,33%,75%,74%
1,850,4015,The Mountbatten School,136640,0,ACC,284,53.3,0.22,0.07,0.36,53%,37%,56%,40%,81%,79%
1,850,6011,Rookwood School,116513,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7014,Lakeside School,116603,0,CYS,14,17.9,-1.66,-2.33,-0.99,0%,0%,0%,0%,7%,7%
1,850,4149,Swanmore College,116424,0,CY,229,52.5,-0.04,-0.2,0.13,50%,29%,63%,29%,79%,76%
1,850,4129,Priestlands School,137129,0,ACC,220,53.6,0.27,0.1,0.44,40%,28%,57%,29%,78%,76%
2,850,6031,Hill House School,116565,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6049,Ditcham Park School,116575,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6062,St Michael's School,116594,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4147,The Hayling College,116423,0,FD,98,44.7,-0.18,-0.43,0.06,13%,6%,31%,7%,62%,58%
1,850,4312,The Connaught School,116470,1,CY,97,37.4,-0.37,-0.65,-0.08,8%,5%,32%,5%,54%,46%
1,850,4168,Hounsdown School,137229,0,ACC,241,51.1,0.21,0.06,0.37,27%,20%,58%,21%,79%,77%
1,850,6064,Lord Wandsworth College,116521,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7033,St Francis Special School,116618,0,CYS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,6050,The King's School,116595,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4175,Thornden School,136715,0,ACC,279,57.8,0.24,0.1,0.39,58%,46%,65%,52%,87%,85%
2,850,7000,Henry Tyndale School,131559,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,850,5950,Osborne School,116511,0,CYS,22,0.5,-1.52,-2.07,-0.96,0%,0%,0%,0%,0%,0%
1,850,6905,Havant Academy,136156,0,AC,65,36.8,-0.04,-0.35,0.27,8%,0%,17%,0%,42%,40%
1,850,2729,Alderwood School,116234,0,CY, , , , , , , , , , , 
1,850,4164,Cranbourne Business and Enterprise College,116432,0,CY,127,42.1,-0.57,-0.79,-0.35,22%,10%,38%,11%,64%,59%
1,850,4163,Harrow Way Community School,116431,0,CY,178,46.1,-0.13,-0.31,0.06,28%,15%,44%,15%,63%,63%
1,850,4308,Fareham Academy,140069,0,ACC,161,43.9,-0.32,-0.51,-0.12,80%,10%,27%,12%,50%,49%
1,850,6084,Sherfield School,134769,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4136,Brookfield Community School,116419,0,CY,343,52.2,0.08,-0.05,0.21,34%,27%,61%,29%,80%,79%
2,850,7020,Icknield School,116609,0,CYS,11,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,850,4159,Crookhorn College,116428,0,FD,164,42.1,-0.28,-0.47,-0.09,13%,7%,37%,8%,60%,53%
2,850,7068,Treloar School,116636,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4162,The Clere School,116430,0,CY,82,45.2,-0.53,-0.8,-0.25,33%,23%,40%,29%,67%,62%
1,850,4144,The Hurst Community College,116422,0,CY,165,44.7,-0.52,-0.71,-0.33,25%,15%,37%,17%,72%,66%
2,850,7075,The Mark Way School,116641,0,CYS,10,7,-1.13,-1.9,-0.37,0%,0%,0%,0%,0%,0%
1,850,4119,The Hamble School,116413,0,CY,155,46.7,0.04,-0.15,0.24,40%,21%,39%,22%,63%,60%
1,850,4100,Amery Hill School,137535,0,ACC,141,52.5,0.07,-0.14,0.28,57%,35%,63%,37%,79%,75%
2,850,7072,Glenwood School,116639,0,CYS,18,2.5,-1.62,-2.19,-1.05,0%,0%,0%,0%,0%,0%
2,850,7004,Coppice Spring School,141187,0,ACS,15,7.3,-2.69,-3.37,-2.02,0%,0%,0%,0%,0%,0%
2,850,6089,New Forest School,137279,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4310,Kings' School,116468,0,CY,329,56.5,0.14,0,0.27,54%,46%,71%,47%,87%,84%
1,850,5418,The Petersfield School,136903,0,ACC,236,51.3,0.19,0.02,0.35,42%,33%,57%,36%,78%,75%
1,850,4133,Portchester Community School,116418,0,CY,130,40.5,-0.42,-0.63,-0.2,18%,9%,33%,11%,58%,50%
1,850,6012,Ballard School,116524,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,5405,Crofton School,116498,0,FD,213,50.8,0.03,-0.13,0.2,38%,27%,54%,27%,76%,74%
2,850,7070,Oak Lodge School,116637,0,CYS,26,5.9,-1.94,-2.42,-1.45,0%,0%,0%,0%,4%,4%
1,850,6003,The King's School,116585,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4014,Everest Community Academy,145125,0,AC, , , , , , , , , , , 
1,850,4315,Brune Park Community School,116472,1,FD,258,33.6,-0.7,-0.85,-0.55,21%,4%,14%,5%,34%,29%
1,850,4191,Crestwood College for Business and Enterprise,116445,0,CY,165,39.9,-0.61,-0.8,-0.42,22%,7%,36%,8%,53%,50%
1,850,5403,Ringwood School Academy,136657,0,ACC,257,49.9,0.06,-0.09,0.22,45%,26%,47%,33%,77%,74%
1,850,4007,Mill Chase Academy,140182,0,AC,98,41,-0.42,-0.66,-0.17,23%,7%,39%,8%,65%,53%
1,850,6035,Hampshire Collegiate School,116515,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,5407,Bohunt School,136643,0,ACC,309,51.6,0.03,-0.12,0.17,70%,42%,58%,45%,78%,73%
2,850,6030,Southlands School,116564,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6073,Alton School,116537,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6026,Meoncross School,116563,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7032,Baycroft School,116617,0,CYS,40,4.9,-1.33,-1.72,-0.94,0%,0%,0%,0%,0%,0%
1,850,5416,Cams Hill School,137538,0,ACC,209,48,-0.34,-0.51,-0.17,73%,32%,46%,38%,79%,72%
1,850,6048,Moyles Court School,116559,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6007,Bedales School,116527,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,6090,Clay Hill School,140046,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4180,The Vyne Community School,116440,0,CY,69,40.8,-0.54,-0.85,-0.24,16%,9%,32%,9%,64%,59%
1,850,4182,Brighton Hill Community School,116441,0,CY,103,46.2,-0.15,-0.39,0.09,25%,17%,46%,18%,65%,61%
1,850,4511,Robert May's School,138135,0,ACC,241,51,0,-0.17,0.16,42%,33%,61%,34%,78%,73%
1,850,4173,Horndean Technology College,116437,0,CY,226,46.3,-0.02,-0.19,0.14,17%,10%,42%,12%,63%,62%
2,850,7041,Forest Park School,135823,0,CYS,6,NE,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE
1,850,4316,Park Community School,116473,0,CY,159,38.1,-0.4,-0.59,-0.2,30%,2%,13%,6%,35%,35%
1,850,6069,Brockwood Park School,116574,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6038,St Swithun's School,116534,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4166,Yateley School,116433,0,CY,243,48.8,0.01,-0.15,0.16,24%,14%,40%,16%,66%,64%
2,850,7026,Limington House School,116614,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,4127,Wildern School,136654,0,ACC,367,52.2,0.27,0.14,0.39,42%,28%,50%,33%,75%,74%
1,850,6046,Hawley Place School,116555,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,5401,The Burgate School and Sixth Form,136719,0,ACC,135,48.9,-0.14,-0.36,0.09,38%,22%,44%,25%,76%,74%
2,850,7043,Dove House School,137605,0,ACCS,43,7.9,-1.31,-1.69,-0.94,0%,0%,0%,0%,0%,0%
1,850,6036,St Nicholas' School,116518,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6040,Churcher's College,116579,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4002,The Costello School,138287,0,ACC,217,46.3,-0.21,-0.38,-0.04,25%,18%,44%,19%,65%,63%
1,850,4307,The Henry Cort Community College,116466,0,CY,168,46,-0.06,-0.26,0.13,62%,33%,49%,36%,65%,59%
2,850,6058,Grateley House School,116588,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4004,Bridgemary School,138437,0,AC,107,37.6,-0.68,-0.92,-0.44,32%,4%,21%,4%,40%,38%
1,850,5402,The Arnewood School Academy,136652,0,ACC,156,39.2,-0.56,-0.76,-0.36,38%,17%,33%,17%,52%,47%
1,850,4009,Brune Park Community School,144014,0,AC, , , , , , , , , , , 
1,850,5411,Oaklands Catholic School,137345,0,ACC,221,50.3,-0.03,-0.2,0.13,64%,33%,46%,38%,74%,71%
1,850,4604,Bishop Challoner Catholic Secondary School,116478,0,VA,185,49.9,-0.42,-0.6,-0.24,89%,38%,55%,44%,79%,72%
2,850,6017,Coxlease School,116586,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4206,The Wavell School,116448,0,CY,192,46.8,-0.02,-0.2,0.16,57%,26%,40%,30%,65%,60%
1,850,4005,The New Forest Academy,138585,0,AC,71,44,-0.14,-0.43,0.15,48%,17%,34%,18%,59%,58%
2,850,6086,Hillcrest Jubilee School,135105,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,6005,The Loddon School,116589,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7078,Lws Academy,140732,0,ACCS,10,4,-2.52,-3.38,-1.67,0%,0%,0%,0%,0%,0%
1,850,4110,The Cowplain School,138038,0,ACC,189,42,-0.01,-0.19,0.16,57%,22%,33%,26%,55%,53%
1,850,4318,Warblington School,116475,0,CY,130,40.9,-0.44,-0.66,-0.23,33%,12%,22%,15%,52%,52%
1,850,6020,Farnborough Hill,116517,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4203,Cove School,116446,0,FD,192,42.5,-0.39,-0.57,-0.21,37%,17%,36%,19%,66%,59%
1,850,4143,The Romsey School,137239,0,ACC,193,49.4,-0.08,-0.26,0.1,37%,21%,40%,23%,73%,68%
1,850,4130,Perins School A Community Sports College,137128,0,ACC,196,53.7,0.05,-0.13,0.23,67%,37%,58%,42%,76%,76%
2,850,7079,Hollywater School,131068,0,CYS,14,0.3,-1.71,-2.36,-1.06,0%,0%,0%,0%,0%,0%
1,850,4204,Fernhill School,116447,0,CY,121,40.5,-0.36,-0.59,-0.13,29%,16%,28%,17%,49%,47%
1,850,4000,Eggar's School,138720,0,ACC,153,49.1,-0.22,-0.42,-0.02,41%,31%,61%,31%,78%,72%
1,850,5414,Purbrook Park School,116506,0,FD,132,46.9,-0.09,-0.3,0.13,27%,16%,48%,18%,70%,69%
1,850,4012,The Westgate School,116407,0,CY,237,57.3,0.49,0.33,0.66,63%,36%,62%,39%,85%,82%
1,850,4171,Calthorpe Park School,116436,0,CY,223,51.6,-0.29,-0.45,-0.12,47%,31%,52%,34%,74%,72%
4,850, , , , , ,12763,46.7,-0.14,-0.16,-0.12,39.30%,22.50%,45.10%,24.80%,67.60%,64.30%
1,850,6088,Fair Ways School,135240,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4117,Court Moor School,116412,0,CY,218,58.1,0.32,0.16,0.49,27%,25%,72%,27%,87%,83%
2,850,7073,Samuel Cody Specialist Sports College,116640,0,CYS,26,6.9,-1.6,-2.12,-1.09,0%,0%,4%,0%,4%,0%
1,850,4128,Noadswood School,137125,0,ACC,214,45.4,-0.33,-0.5,-0.17,35%,15%,44%,17%,66%,64%
1,850,6075,New Forest Small School,136112,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4174,Henry Beaufort School,116438,0,CY,184,50.2,0.25,0.06,0.43,29%,23%,51%,24%,75%,72%
1,850,4001,John Hanson Community School,116405,0,CY,161,44.3,-0.34,-0.54,-0.15,16%,7%,33%,9%,62%,60%
1,850,5410,Testbourne Community School,116502,0,FD,149,48.4,-0.24,-0.44,-0.04,35%,22%,57%,24%,81%,75%
1,850,5412,Applemore College,116504,0,FD,134,39.5,-0.56,-0.78,-0.35,40%,20%,28%,23%,51%,49%
1,850,4006,Winton Community Academy,138920,0,AC,81,42.4,-0.06,-0.34,0.21,40%,11%,43%,11%,57%,51%
2,850,7001,Prospect School,133581,0,CYS,9,8.8,-2.31,-3.12,-1.5,0%,0%,0%,0%,0%,0%
2,850,7023,Rachel Madocks School,116611,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
